STOP_ID,DIRECTION_ID,STOP_NAME,LON,LAT,STATION_NAME,STATION_DESCRIPTIVE_NAME,PARENT_STOP_ID,ADA,Red,Blue,Brn,G,P,Pexp,Y,Pink,Org
30274,S,"Addison (95th-bound)",-87.653626000000000000000000000000,41.947428000000000000000000000000,Addison,"Addison (Red Line)",41420,1,1,0,0,0,0,0,0,0,0
30273,N,"Addison (Howard-bound)",-87.653626000000000000000000000000,41.947428000000000000000000000000,Addison,"Addison (Red Line)",41420,1,1,0,0,0,0,0,0,0,0
30230,S,"Argyle (95th-bound)",-87.658530000000000000000000000000,41.973453000000000000000000000000,Argyle,"Argyle (Red Line)",41200,0,1,0,0,0,0,0,0,0,0
30229,N,"Argyle (Howard-bound)",-87.658530000000000000000000000000,41.973453000000000000000000000000,Argyle,"Argyle (Red Line)",41200,0,1,0,0,0,0,0,0,0,0
30127,N,"Armitage (Kimball-Linden-bound)",-87.652644000000000000000000000000,41.918217000000000000000000000000,Armitage,"Armitage (Brown & Purple Lines)",40660,1,0,0,1,0,0,1,0,0,0
30128,S,"Armitage (Loop-bound)",-87.652644000000000000000000000000,41.918217000000000000000000000000,Armitage,"Armitage (Brown & Purple Lines)",40660,1,0,0,1,0,0,1,0,0,0
30205,N,"Ashland (Loop-bound)",-87.665317000000000000000000000000,41.839234000000000000000000000000,Ashland,"Ashland (Orange Line)",41060,1,0,0,0,0,0,0,0,0,1
30206,S,"Ashland (Midway-bound)",-87.665317000000000000000000000000,41.839234000000000000000000000000,Ashland,"Ashland (Orange Line)",41060,1,0,0,0,0,0,0,0,0,1
30032,E,"Ashland (Harlem-54th/Cermak-bound)",-87.666969000000000000000000000000,41.885269000000000000000000000000,Ashland,"Ashland (Green & Pink Lines)",40170,1,0,0,0,1,0,0,0,1,0
30033,W,"Ashland (Loop-63rd-bound)",-87.666969000000000000000000000000,41.885269000000000000000000000000,Ashland,"Ashland (Green & Pink Lines)",40170,1,0,0,0,1,0,0,0,1,0
30056,E,"Ashland/63rd (Harlem-bound)",-87.663766000000000000000000000000,41.778860000000000000000000000000,Ashland/63rd,"Ashland/63rd (Green Line)",40290,1,0,0,0,1,0,0,0,0,0
30057,W,"Ashland/63rd (Terminal arrival)",-87.663766000000000000000000000000,41.778860000000000000000000000000,Ashland/63rd,"Ashland/63rd (Green Line)",40290,1,0,0,0,1,0,0,0,0,0
30002,W,"Austin (Forest Pk-bound)",-87.776812000000000000000000000000,41.870851000000000000000000000000,Austin,"Austin (Blue Line)",40010,0,0,1,0,0,0,0,0,0,0
30001,E,"Austin (O'Hare-bound)",-87.776812000000000000000000000000,41.870851000000000000000000000000,Austin,"Austin (Blue Line)",40010,0,0,1,0,0,0,0,0,0,0
30243,E,"Austin (63rd-bound)",-87.774135000000000000000000000000,41.887293000000000000000000000000,Austin,"Austin (Green Line)",41260,0,0,0,0,1,0,0,0,0,0
30244,W,"Austin (Harlem-bound)",-87.774135000000000000000000000000,41.887293000000000000000000000000,Austin,"Austin (Green Line)",41260,0,0,0,0,1,0,0,0,0,0
30013,S,"Belmont (O'Hare Branch) (Forest Pk-bound)",-87.712359000000000000000000000000,41.938132000000000000000000000000,Belmont,"Belmont (Blue Line)",40060,0,0,1,0,0,0,0,0,0,0
30012,N,"Belmont (O'Hare Branch) (O'Hare-bound)",-87.712359000000000000000000000000,41.938132000000000000000000000000,Belmont,"Belmont (Blue Line)",40060,0,0,1,0,0,0,0,0,0,0
30256,S,"Belmont (95th-bound)",-87.653380000000000000000000000000,41.939751000000000000000000000000,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,1,0,0,0,0,0,0,0,0
30255,N,"Belmont (Howard-bound)",-87.653380000000000000000000000000,41.939751000000000000000000000000,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,1,0,0,0,0,0,0,0,0
30257,N,"Belmont (Kimball-Linden-bound)",-87.653380000000000000000000000000,41.939751000000000000000000000000,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,0,0,1,0,0,1,0,0,0
30258,S,"Belmont (Loop-bound)",-87.653380000000000000000000000000,41.939751000000000000000000000000,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,0,0,1,0,0,1,0,0,0
30067,S,"Berwyn (95th-bound)",-87.658668000000000000000000000000,41.977984000000000000000000000000,Berwyn,"Berwyn (Red Line)",40340,0,1,0,0,0,0,0,0,0,0
30066,N,"Berwyn (Howard-bound)",-87.658668000000000000000000000000,41.977984000000000000000000000000,Berwyn,"Berwyn (Red Line)",40340,0,1,0,0,0,0,0,0,0,0
30268,S,"Bryn Mawr (95th-bound)",-87.658840000000000000000000000000,41.983504000000000000000000000000,"Bryn Mawr","Bryn Mawr (Red Line)",41380,0,1,0,0,0,0,0,0,0,0
30267,N,"Bryn Mawr (Howard-bound)",-87.658840000000000000000000000000,41.983504000000000000000000000000,"Bryn Mawr","Bryn Mawr (Red Line)",41380,0,1,0,0,0,0,0,0,0,0
30087,W,"California (54th/Cermak-bound)",-87.694774000000000000000000000000,41.854109000000000000000000000000,California,"California (Pink Line)",40440,1,0,0,0,0,0,0,0,1,0
30086,E,"California (Loop-bound)",-87.694774000000000000000000000000,41.854109000000000000000000000000,California,"California (Pink Line)",40440,1,0,0,0,0,0,0,0,1,0
30112,S,"California/Milwaukee (Forest Pk-bound)",-87.696890000000000000000000000000,41.921939000000000000000000000000,California,"California  (Blue Line)",40570,0,0,1,0,0,0,0,0,0,0
30265,E,"California (63rd-bound)",-87.696234000000000000000000000000,41.884220000000000000000000000000,California,"California (Green Line)",41360,1,0,0,0,1,0,0,0,0,0
30266,W,"California (Harlem-bound)",-87.696234000000000000000000000000,41.884220000000000000000000000000,California,"California (Green Line)",41360,1,0,0,0,1,0,0,0,0,0
30111,N,"California/Milwaukee (O'Hare-bound)",-87.696890000000000000000000000000,41.921939000000000000000000000000,California,"California (Blue Line)",40570,0,0,1,0,0,0,0,0,0,0
30242,S,"Central-Evanston (Howard-Loop-bound)",-87.685617000000000000000000000000,42.063987000000000000000000000000,Central,"Central (Purple Line)",41250,0,0,0,0,0,1,1,0,0,0
30241,N,"Central-Evanston (Linden-bound)",-87.685617000000000000000000000000,42.063987000000000000000000000000,Central,"Central (Purple Line)",41250,0,0,0,0,0,1,1,0,0,0
30054,E,"Central (63rd-bound)",-87.765650000000000000000000000000,41.887389000000000000000000000000,Central,"Central (Green Line)",40280,1,0,0,0,1,0,0,0,0,0
30055,W,"Central (Harlem-bound)",-87.765650000000000000000000000000,41.887389000000000000000000000000,Central,"Central (Green Line)",40280,1,0,0,0,1,0,0,0,0,0
30152,W,"Central Park (54th/Cermak-bound)",-87.714842000000000000000000000000,41.853839000000000000000000000000,"Central Park","Central Park (Pink Line)",40780,1,0,0,0,0,0,0,0,1,0
30151,E,"Central Park (Loop-bound)",-87.714842000000000000000000000000,41.853839000000000000000000000000,"Central Park","Central Park (Pink Line)",40780,1,0,0,0,0,0,0,0,1,0
30194,S,"Cermak-Chinatown (95th-bound)",-87.630968000000000000000000000000,41.853206000000000000000000000000,Cermak-Chinatown,"Cermak-Chinatown (Red Line)",41000,1,1,0,0,0,0,0,0,0,0
30193,N,"Cermak-Chinatown (Howard-bound)",-87.630968000000000000000000000000,41.853206000000000000000000000000,Cermak-Chinatown,"Cermak-Chinatown (Red Line)",41000,1,1,0,0,0,0,0,0,0,0
30272,S,"Chicago/Milwaukee (Forest Pk-bound)",-87.655214000000000000000000000000,41.896075000000000000000000000000,Chicago,"Chicago (Blue Line)",41410,0,0,1,0,0,0,0,0,0,0
30271,N,"Chicago/Milwaukee (O'Hare-bound)",-87.655214000000000000000000000000,41.896075000000000000000000000000,Chicago,"Chicago (Blue Line)",41410,0,0,1,0,0,0,0,0,0,0
30137,N,"Chicago/Franklin (Kimball-Linden-bound)",-87.635924000000000000000000000000,41.896810000000000000000000000000,Chicago,"Chicago (Brown & Purple Lines)",40710,1,0,0,1,0,0,1,0,0,0
30138,S,"Chicago/Franklin (Loop-bound)",-87.635924000000000000000000000000,41.896810000000000000000000000000,Chicago,"Chicago (Brown & Purple Lines)",40710,1,0,0,1,0,0,1,0,0,0
30280,S,"Chicago/State (95th-bound)",-87.628176000000000000000000000000,41.896671000000000000000000000000,Chicago,"Chicago (Red Line)",41450,1,1,0,0,0,0,0,0,0,0
30279,N,"Chicago/State (Howard-bound)",-87.628176000000000000000000000000,41.896671000000000000000000000000,Chicago,"Chicago (Red Line)",41450,1,1,0,0,0,0,0,0,0,0
30083,W,"Cicero (54th/Cermak-bound)",-87.745336000000000000000000000000,41.851820000000000000000000000000,Cicero,"Cicero (Pink Line)",40420,1,0,0,0,0,0,0,0,1,0
30082,E,"Cicero (Loop-bound)",-87.745336000000000000000000000000,41.851820000000000000000000000000,Cicero,"Cicero (Pink Line)",40420,1,0,0,0,0,0,0,0,1,0
30188,W,"Cicero (Forest Pk-bound)",-87.745154000000000000000000000000,41.871574000000000000000000000000,Cicero,"Cicero (Blue Line)",40970,0,0,1,0,0,0,0,0,0,0
30187,E,"Cicero (O'Hare-bound)",-87.745154000000000000000000000000,41.871574000000000000000000000000,Cicero,"Cicero (Blue Line)",40970,0,0,1,0,0,0,0,0,0,0
30094,E,"Cicero (63rd-bound)",-87.744698000000000000000000000000,41.886519000000000000000000000000,Cicero,"Cicero (Green Line)",40480,1,0,0,0,1,0,0,0,0,0
30009,W,"Cicero (Harlem-bound)",-87.744698000000000000000000000000,41.886519000000000000000000000000,Cicero,"Cicero (Green Line)",40480,1,0,0,0,1,0,0,0,0,0
30122,S,"Clark/Division (95th-bound)",-87.631412000000000000000000000000,41.903920000000000000000000000000,Clark/Division,"Clark/Division (Red Line)",40630,0,1,0,0,0,0,0,0,0,0
30121,N,"Clark/Division (Howard-bound)",-87.631412000000000000000000000000,41.903920000000000000000000000000,Clark/Division,"Clark/Division (Red Line)",40630,0,1,0,0,0,0,0,0,0,0
30074,E,"Clark/Lake (Inner Loop)",-87.630886000000000000000000000000,41.885737000000000000000000000000,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,0,0,1,0,1,0,1,1
30075,W,"Clark/Lake (Outer Loop)",-87.630886000000000000000000000000,41.885737000000000000000000000000,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,0,1,1,0,0,0,0,0
30374,S,"Clark/Lake (Forest Pk-bound)",-87.630886000000000000000000000000,41.885737000000000000000000000000,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,1,0,0,0,0,0,0,0
30375,N,"Clark/Lake (O'Hare-bound)",-87.630886000000000000000000000000,41.885737000000000000000000000000,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,1,0,0,0,0,0,0,0
30085,W,"Clinton (Forest Pk-bound)",-87.640984000000000000000000000000,41.875539000000000000000000000000,Clinton,"Clinton (Blue Line)",40430,0,0,1,0,0,0,0,0,0,0
30084,E,"Clinton (O'Hare-bound)",-87.640984000000000000000000000000,41.875539000000000000000000000000,Clinton,"Clinton (Blue Line)",40430,0,0,1,0,0,0,0,0,0,0
30222,W,"Clinton (Harlem-54th/Cermak-bound)",-87.641782000000000000000000000000,41.885678000000000000000000000000,Clinton,"Clinton (Green & Pink Lines)",41160,1,0,0,0,1,0,0,0,1,0
30221,E,"Clinton (Loop-63rd-bound)",-87.641782000000000000000000000000,41.885678000000000000000000000000,Clinton,"Clinton (Green & Pink Lines)",41160,1,0,0,0,1,0,0,0,1,0
30291,E,"Conservatory (63rd-bound)",-87.716523000000000000000000000000,41.884904000000000000000000000000,Conservatory,"Conservatory (Green Line)",41670,1,0,0,0,1,0,0,0,0,0
30292,W,"Conservatory (Harlem-bound)",-87.716523000000000000000000000000,41.884904000000000000000000000000,Conservatory,"Conservatory (Green Line)",41670,1,0,0,0,1,0,0,0,0,0
30139,E,"Cottage Grove (Terminal arrival)",-87.605857000000000000000000000000,41.780309000000000000000000000000,"Cottage Grove","Cottage Grove (Green Line)",40720,1,0,0,0,1,0,0,0,0,0
30140,W,"East 63rd-Cottage Grove (Harlem-bound)",-87.605857000000000000000000000000,41.780309000000000000000000000000,"Cottage Grove","Cottage Grove (Green Line)",40720,1,0,0,0,1,0,0,0,0,0
30045,S,"Cumberland (Forest Pk-bound)",-87.838028000000000000000000000000,41.984246000000000000000000000000,Cumberland,"Cumberland (Blue Line)",40230,1,0,1,0,0,0,0,0,0,0
30044,N,"Cumberland (O'Hare-bound)",-87.838028000000000000000000000000,41.984246000000000000000000000000,Cumberland,"Cumberland (Blue Line)",40230,1,0,1,0,0,0,0,0,0,0
30041,W,"Damen (54th/Cermak-bound)",-87.675975000000000000000000000000,41.854517000000000000000000000000,Damen,"Damen (Pink Line)",40210,1,0,0,0,0,0,0,0,1,0
30040,E,"Damen (Loop-bound)",-87.675975000000000000000000000000,41.854517000000000000000000000000,Damen,"Damen (Pink Line)",40210,1,0,0,0,0,0,0,0,1,0
30116,S,"Damen/Milwaukee (Forest Pk-bound)",-87.677437000000000000000000000000,41.909744000000000000000000000000,Damen,"Damen (Blue Line)",40590,0,0,1,0,0,0,0,0,0,0
30115,N,"Damen/Milwaukee (O'Hare-bound)",-87.677437000000000000000000000000,41.909744000000000000000000000000,Damen,"Damen (Blue Line)",40590,0,0,1,0,0,0,0,0,0,0
30018,N,"Damen (Kimball-bound)",-87.678639000000000000000000000000,41.966286000000000000000000000000,Damen,"Damen (Brown Line)",40090,1,0,0,1,0,0,0,0,0,0
30019,S,"Damen (Loop-bound)",-87.678639000000000000000000000000,41.966286000000000000000000000000,Damen,"Damen (Brown Line)",40090,1,0,0,1,0,0,0,0,0,0
30011,S,"Davis (Howard-Loop-bound)",-87.683543000000000000000000000000,42.047710000000000000000000000000,Davis,"Davis (Purple Line)",40050,1,0,0,0,0,1,1,0,0,0
30010,N,"Davis (Linden-bound)",-87.683543000000000000000000000000,42.047710000000000000000000000000,Davis,"Davis (Purple Line)",40050,1,0,0,0,0,1,1,0,0,0
30134,S,"Dempster (Howard-Loop-bound)",-87.681602000000000000000000000000,42.041655000000000000000000000000,Dempster,"Dempster (Purple Line)",40690,0,0,0,0,0,1,1,0,0,0
30133,N,"Dempster (Linden-bound)",-87.681602000000000000000000000000,42.041655000000000000000000000000,Dempster,"Dempster (Purple Line)",40690,0,0,0,0,0,1,1,0,0,0
30103,N,"Diversey (Kimball-Linden-bound)",-87.653131000000000000000000000000,41.932732000000000000000000000000,Diversey,"Diversey (Brown & Purple Lines)",40530,1,0,0,1,0,0,1,0,0,0
30104,S,"Diversey (Loop-bound)",-87.653131000000000000000000000000,41.932732000000000000000000000000,Diversey,"Diversey (Brown & Purple Lines)",40530,1,0,0,1,0,0,1,0,0,0
30063,S,"Division/Milwaukee (Forest Pk-bound)",-87.666496000000000000000000000000,41.903355000000000000000000000000,Division,"Division (Blue Line)",40320,0,0,1,0,0,0,0,0,0,0
30062,N,"Division/Milwaukee (O'Hare-bound)",-87.666496000000000000000000000000,41.903355000000000000000000000000,Division,"Division (Blue Line)",40320,0,0,1,0,0,0,0,0,0,0
30076,E,"Forest Park (O'Hare-bound)",-87.817318000000000000000000000000,41.874257000000000000000000000000,"Forest Park","Forest Park (Blue Line)",40390,1,0,1,0,0,0,0,0,0,0
30077,W,"Forest Park (Terminal Arrival)",-87.817318000000000000000000000000,41.874257000000000000000000000000,"Forest Park","Forest Park (Blue Line)",40390,1,0,1,0,0,0,0,0,0,0
30102,S,"Foster (Howard-Loop-bound)",-87.683560000000000000000000000000,42.054160000000000000000000000000,Foster,"Foster (Purple Line)",40520,0,0,0,0,0,1,1,0,0,0
30101,N,"Foster (Linden-bound)",-87.683560000000000000000000000000,42.054160000000000000000000000000,Foster,"Foster (Purple Line)",40520,0,0,0,0,0,1,1,0,0,0
30167,N,"Francisco (Kimball-bound)",-87.701644000000000000000000000000,41.966046000000000000000000000000,Francisco,"Francisco (Brown Line)",40870,1,0,0,1,0,0,0,0,0,0
30168,S,"Francisco (Loop-bound)",-87.701644000000000000000000000000,41.966046000000000000000000000000,Francisco,"Francisco (Brown Line)",40870,1,0,0,1,0,0,0,0,0,0
30234,S,"Fullerton (95th-bound)",-87.652866000000000000000000000000,41.925051000000000000000000000000,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,1,0,0,0,0,0,0,0,0
30233,N,"Fullerton (Howard-bound)",-87.652866000000000000000000000000,41.925051000000000000000000000000,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,1,0,0,0,0,0,0,0,0
30235,N,"Fullerton (Kimball-Linden-bound)",-87.652866000000000000000000000000,41.925051000000000000000000000000,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,0,0,1,0,0,1,0,0,0
30236,S,"Fullerton (Loop-bound)",-87.652866000000000000000000000000,41.925051000000000000000000000000,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,0,0,1,0,0,1,0,0,0
30100,S,"Garfield (63rd-bound)",-87.618327000000000000000000000000,41.795172000000000000000000000000,Garfield,"Garfield (Green Line)",40510,1,0,0,0,1,0,0,0,0,0
30099,N,"Garfield (Harlem-bound)",-87.618327000000000000000000000000,41.795172000000000000000000000000,Garfield,"Garfield (Green Line)",40510,1,0,0,0,1,0,0,0,0,0
30224,S,"Garfield-Dan Ryan (95th-bound)",-87.631157000000000000000000000000,41.795420000000000000000000000000,Garfield,"Garfield (Red Line)",41170,0,1,0,0,0,0,0,0,0,0
30223,N,"Garfield-Dan Ryan (Howard-bound)",-87.631157000000000000000000000000,41.795420000000000000000000000000,Garfield,"Garfield (Red Line)",41170,0,1,0,0,0,0,0,0,0,0
30096,S,"Grand/Milwaukee (Forest Pk-bound)",-87.647578000000000000000000000000,41.891189000000000000000000000000,Grand,"Grand (Blue Line)",40490,0,0,1,0,0,0,0,0,0,0
30095,N,"Grand/Milwaukee (O'Hare-bound)",-87.647578000000000000000000000000,41.891189000000000000000000000000,Grand,"Grand (Blue Line)",40490,0,0,1,0,0,0,0,0,0,0
30065,S,"Grand/State (95th-bound)",-87.628021000000000000000000000000,41.891665000000000000000000000000,Grand,"Grand (Red Line)",40330,1,1,0,0,0,0,0,0,0,0
30064,N,"Grand/State (Howard-bound)",-87.628021000000000000000000000000,41.891665000000000000000000000000,Grand,"Grand (Red Line)",40330,1,1,0,0,0,0,0,0,0,0
30148,S,"Granville (95th-bound)",-87.659202000000000000000000000000,41.993664000000000000000000000000,Granville,"Granville (Red Line)",40760,1,1,0,0,0,0,0,0,0,0
30147,N,"Granville (Howard-bound)",-87.659202000000000000000000000000,41.993664000000000000000000000000,Granville,"Granville (Red Line)",40760,1,1,0,0,0,0,0,0,0,0
30215,N,"Halsted (Loop-bound)",-87.648088000000000000000000000000,41.846780000000000000000000000000,Halsted,"Halsted (Orange Line)",41130,1,0,0,0,0,0,0,0,0,1
30216,S,"Halsted (Midway-bound)",-87.648088000000000000000000000000,41.846780000000000000000000000000,Halsted,"Halsted (Orange Line)",41130,1,0,0,0,0,0,0,0,0,1
30184,W,"Halsted/63rd (Ashland-bound)",-87.644244000000000000000000000000,41.778943000000000000000000000000,Halsted,"Halsted (Green Line)",40940,1,0,0,0,1,0,0,0,0,0
30183,E,"Halsted/63rd (Harlem-bound)",-87.644244000000000000000000000000,41.778943000000000000000000000000,Halsted,"Halsted (Green Line)",40940,1,0,0,0,1,0,0,0,0,0
30190,W,"Harlem (Forest Pk-bound)",-87.806961000000000000000000000000,41.873490000000000000000000000000,Harlem,"Harlem (Blue Line - Forest Park Branch)",40980,0,0,1,0,0,0,0,0,0,0
30189,E,"Harlem (O'Hare-bound)",-87.806961000000000000000000000000,41.873490000000000000000000000000,Harlem,"Harlem (Blue Line - Forest Park Branch)",40980,0,0,1,0,0,0,0,0,0,0
30146,S,"Harlem (O'Hare Branch) (Forest Pk-bound)",-87.808900000000000000000000000000,41.982270000000000000000000000000,Harlem,"Harlem (Blue Line - O'Hare Branch)",40750,1,0,1,0,0,0,0,0,0,0
30145,N,"Harlem (O'Hare Branch) (O'Hare-bound)",-87.808900000000000000000000000000,41.982270000000000000000000000000,Harlem,"Harlem (Blue Line - O'Hare Branch)",40750,1,0,1,0,0,0,0,0,0,0
30004,W,"Harlem (Terminal arrival)",-87.803176000000000000000000000000,41.886848000000000000000000000000,Harlem/Lake,"Harlem/Lake (Green Line)",40020,1,0,0,0,1,0,0,0,0,0
30003,E,"Harlem (63rd-bound)",-87.803176000000000000000000000000,41.886848000000000000000000000000,Harlem/Lake,"Harlem/Lake (Green Line)",40020,1,0,0,0,1,0,0,0,0,0
30166,W,"Library (Inner Loop)",-87.628196000000000000000000000000,41.876862000000000000000000000000,"Harold Washington Library-State/Van Buren","Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,1,0,0,0,0,0,1,0,1,1
30165,E,"Library (Outer Loop)",-87.628196000000000000000000000000,41.876862000000000000000000000000,"Harold Washington Library-State/Van Buren","Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,1,0,0,1,0,0,0,0,0,0
30286,S,"Harrison (95th-bound)",-87.627479000000000000000000000000,41.874039000000000000000000000000,Harrison,"Harrison (Red Line)",41490,0,1,0,0,0,0,0,0,0,0
30285,N,"Harrison (Howard-bound)",-87.627479000000000000000000000000,41.874039000000000000000000000000,Harrison,"Harrison (Red Line)",41490,0,1,0,0,0,0,0,0,0,0
30175,N,"Howard (NB) (Linden, Skokie-bound)",-87.672892000000000000000000000000,42.019063000000000000000000000000,Howard,"Howard (Red, Purple & Yellow Lines)",40900,1,0,0,0,0,1,1,1,0,0
